,company,rating,location,headquarters,company_size,revenue,glassdoor_awards,other_awards,interview_difficulty
451,QTS,4.4,"['VA', 'GA', 'TX', 'VA', 'GA', 'TX', 'NJ', 'KS', 'GA']","New York, NY",201 to 500 employees, Unknown / Non-Applicable,1,1,2.4
452,Edifecs,4.5,United States,"Overland Park, KS",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,2.8
453,NatSoft,4.4,United States,"Bellevue, WA",501 to 1000 employees, $100 to $500 million (USD) per year,1,1,NA
454,Techstar Consulting,4.4,"['GA', 'TX', 'TX', 'NV']",NA,NA,NA,NA,NA,2
455,Hireology,4.4,United States,"Irving, TX",201 to 500 employees, $25 to $50 million (USD) per year,0,0,2.8
456,Branch,4.1,"['NY', 'CA', 'CA']","Chicago, IL",201 to 500 employees, $25 to $50 million (USD) per year,0,1,3.1
457,Canopy,4.4,United States,"Redwood City, CA",201 to 500 employees, Unknown / Non-Applicable,0,0,2.7
458,DigitalOcean,4.3,United States,"Lehi, UT",51 to 200 employees, Unknown / Non-Applicable,1,0,3
459,Catapult Systems,4.4,"['TX', 'TX', 'CO', 'AZ', 'FL']","New York, NY",501 to 1000 employees, $100 to $500 million (USD) per year,0,0,3.1
460,Thumbtack,4.4,"['UT', 'UT', 'CA', 'UT']","Austin, TX",201 to 500 employees, $50 to $100 million (USD) per year,1,1,3.1
461,Outreach,4.4,United States,"San Francisco, CA",501 to 1000 employees, Unknown / Non-Applicable,1,1,2.8
462,StormWind Studios,4.4,14646 N Kierland Blvd # 120 ,"Seattle, WA",201 to 500 employees, Unknown / Non-Applicable,0,1,3.3
463,AKT Corp,4.4,United States,"Scottsdale, AZ",51 to 200 employees, Unknown / Non-Applicable,1,1,NA
464,Lucid Software,4.4,"['UT', 'UT', 'UT', 'UT']",NA,NA,NA,NA,NA,3.1
465,Applications Software Technology,4.5,"['IL', 'TX', 'IL', 'Canada', 'IL']","South Jordan, UT",501 to 1000 employees, Unknown / Non-Applicable,0,1,2.6
466,Clarity Insights,4.3,"['IL', 'CA']","Lisle, IL",501 to 1000 employees, $50 to $100 million (USD) per year,0,1,2.6
467,Sysnet Technology Solutions,4.3,United States,"Chicago, IL",201 to 500 employees, Unknown / Non-Applicable,0,1,NA
468,Amzur Technologies,4.3,"3030 N Rocky Point Dr W # 810 Tampa, Florida, 33607-6062, United States",NA,NA,NA,NA,NA,3
469,ChowNow,4.3,"['TX', 'MO', 'CA', 'CA', 'CA']","Tampa, FL",51 to 200 employees, $10 to $25 million (USD) per year,0,1,3.2
470,ChowNow,4.3,"['TX', 'MO', 'CA', 'CA', 'CA']","Los Angeles, CA",201 to 500 employees, $25 to $50 million (USD) per year,0,0,3.2
471,Whitepages,4.3,1301 5th Ave Suite 1700 ,"Los Angeles, CA",201 to 500 employees, $25 to $50 million (USD) per year,0,0,3
472,Roblox,4.4,"['CA', 'CA']","Seattle, WA",1 to 50 employees, $50 to $100 million (USD) per year,1,1,3
473,Addepar,4.3,"['IL', 'CA', 'NY', 'UT']","San Mateo, CA",201 to 500 employees, Unknown / Non-Applicable,0,1,3
474,Trintech,4.4,"['TX', 'MD', 'TX']","Mountain View, CA",201 to 500 employees, Unknown / Non-Applicable,0,1,2.8
475,Taos,4.3,"['ID', 'MA', 'CA', 'NY', 'CA', 'CA', 'CA', 'ID']","Addison, TX",201 to 500 employees, $50 to $100 million (USD) per year,0,1,2.9
476,Netskope,4.3,"['WA', 'CA', 'CA']","San Jose, CA",501 to 1000 employees, $100 to $500 million (USD) per year,0,0,3
477,Faithlife,4.3,"['WA', 'AZ', 'AZ']","Santa Clara, CA",501 to 1000 employees, Unknown / Non-Applicable,0,1,2.8
478,VentureSoftTech,4.3,United States,"Bellingham, WA",201 to 500 employees, Unknown / Non-Applicable,1,1,NA
479,HCSS,4.3,United States,NA,NA,NA,NA,NA,2.9
480,PerfectServe,4.3,"['GA', 'IL', 'TN', 'CA']","Sugar Land, TX",201 to 500 employees, $50 to $100 million (USD) per year,0,1,2.7
481,DigitalOcean,4.3,United States,"Knoxville, TN",201 to 500 employees, $25 to $50 million (USD) per year,0,1,3
482,DataServ (Missouri),4.3,"1630 Des Peres Rd Ste 301 Saint Louis, Missouri, 63131-1800, United States","New York, NY",501 to 1000 employees, $100 to $500 million (USD) per year,0,0,2.7
483,Dataprise,4.3,"['MD', 'MD', 'NY', 'MD', 'AZ']","Saint Louis, MO",51 to 200 employees, Unknown / Non-Applicable,0,1,2.9
484,CarGurus,4.3,2 Canal Park ,"Rockville, MD",201 to 500 employees, $25 to $50 million (USD) per year,0,1,2.9
485,MemSQL,4.3,"['OR', 'CA', 'WA']","Cambridge, MA",501 to 1000 employees, $500 million to $1 billion (USD) per year,0,1,3.3
486,Newsela,4.3,United States,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,2.9
487,Masergy,4.3,"['TX', 'TX', 'CA', 'NY', 'TX']","New York, NY",201 to 500 employees, Unknown / Non-Applicable,0,1,2.9
488,ISR INFO WAY,4.3,United States,"Plano, TX",501 to 1000 employees, $100 to $500 million (USD) per year,1,1,NA
489,Paramount Software Solutions,4.3,"['GA', 'GA', 'NY']",NA,NA,NA,NA,NA,4
490,Masergy,4.3,"['TX', 'TX', 'CA', 'NY', 'TX']","Alpharetta, GA",51 to 200 employees, $10 to $25 million (USD) per year,0,1,2.9
491,ObjectWin Technology,4.3,"['TX', 'TX', 'TX']","Plano, TX",501 to 1000 employees, $100 to $500 million (USD) per year,1,1,2.7
492,Software Technology Group (UT),4.3,"555 S 300 E Salt Lake City, Utah, 84111-3531, United States","Houston, TX",51 to 200 employees, $25 to $50 million (USD) per year,0,1,2.8
493,Graphiq,4.3,"101a Innovation Pl Santa Barbara, California, 93108, United States","Salt Lake City, UT",201 to 500 employees, $10 to $25 million (USD) per year,0,1,3.1
494,Flatiron Health,4.3,United States,"Santa Barbara, CA",51 to 200 employees, $5 to $10 million (USD) per year,1,0,3
495,VIVA USA,4.2,"['IL', 'IL', 'TX', 'WI', 'IL', 'IL', 'NC', 'IL', 'NY']","New York, NY",501 to 1000 employees, Unknown / Non-Applicable,0,0,1.9
496,PerfectServe,4.3,"['GA', 'IL', 'TN', 'CA']","Rolling Meadows, IL",51 to 200 employees, $25 to $50 million (USD) per year,0,1,2.7
497,1stdibs.com,4.2,United States,"Knoxville, TN",201 to 500 employees, $25 to $50 million (USD) per year,0,1,2.8
498,"First Tek, Inc.",4.2,"['GA', 'TX', 'MA', 'IL', 'CO', 'IL', 'FL', 'NY', 'NJ', 'OR']","New York, NY",201 to 500 employees, $25 to $50 million (USD) per year,0,0,2.1
499,Strata Decision Technology,4.2,United States,"Piscataway, NJ",201 to 500 employees, $50 to $100 million (USD) per year,0,1,2.9
500,Skillz,4.2,"['MA', 'OR', 'CA']","Chicago, IL",201 to 500 employees, $25 to $50 million (USD) per year,0,1,3
501,The CBORD Group,4.2,"['GA', 'NY', 'TX']","San Francisco, CA",201 to 500 employees, Unknown / Non-Applicable,0,1,2.7
502,Strata Decision Technology,4.2,United States,"Ithaca, NY",201 to 500 employees, $100 to $500 million (USD) per year,0,0,2.9
503,Magenic,4.2,"['GA', 'MA', 'IL', 'MN', 'CA', 'MN', 'NY', 'MN', 'CA', 'MA']","Chicago, IL",201 to 500 employees, $25 to $50 million (USD) per year,0,1,3.2
504,iboss Network Security,4.2,"['MA', 'FL', 'CA']","Saint Louis Park, MN",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,2.9
505,Reputation.com,4.2,"['IL', 'CA', 'AZ', 'AZ']","San Diego, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,2.9
506,iTech US,4.2,"['GA', 'MA', 'NC', 'IL', 'TX', 'NJ', 'NJ', 'WI', 'CA', 'NY', 'NJ', 'AZ', 'VT']","Redwood City, CA",201 to 500 employees, $50 to $100 million (USD) per year,0,1,2.3
507,Moogsoft,4.2,"['CO', 'CO', 'CA', 'CA']","South Burlington, VT",201 to 500 employees, $25 to $50 million (USD) per year,0,1,3
508,1stdibs.com,4.2,United States,"San Francisco, CA",201 to 500 employees, Unknown / Non-Applicable,1,1,2.8
509,Classy,4.2,350 10th Ave. Suite 1300 ,"New York, NY",201 to 500 employees, $25 to $50 million (USD) per year,0,0,2.9
510,Impact Networking,4.2,"['CA', 'IL', 'WI', 'IL', 'IL', 'IN', 'IN', 'IL', 'CA', 'WI', 'IL', 'WI', 'IL']","San Diego, CA",51 to 200 employees, Unknown / Non-Applicable,1,1,2.8
511,Mobiquity,4.2,"['MA', 'FL', 'NY', 'MA', 'MA']","Lake Forest, IL",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,2.8
512,Conga,4.2,13699 Via Varra ,"Waltham, MA",501 to 1000 employees, $50 to $100 million (USD) per year,0,0,2.8
513,INFOMATICS,4.2,United States,"Broomfield, CO",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,4
514,DVR Softek,4.2,United States,"Farmington Hills, MI",51 to 200 employees, $10 to $25 million (USD) per year,0,0,NA
515,"AIM Consulting Group, LLC",4.2,"['WA', 'IL', 'CO', 'MN', 'TX', 'WA']",NA,NA,NA,NA,NA,2.5
516,Branch,4.1,"['NY', 'CA', 'CA']","Seattle, WA",201 to 500 employees, Unknown / Non-Applicable,0,1,3.1
517,Zolon Tech,4.2,"['MD', 'VA', 'VA', 'VA', 'MO', 'NY', 'VA', 'VT', 'VA', 'MD']","Redwood City, CA",201 to 500 employees, Unknown / Non-Applicable,0,0,2.5
518,Pivotal Labs,4.2,"['NY', 'CA', 'CA']","Herndon, VA",201 to 500 employees, $25 to $50 million (USD) per year,0,0,NA
519,Axis Group,4.2,"['GA', 'NJ']",NA,NA,NA,NA,NA,2.5
520,Zolon Tech,4.2,"['MD', 'VA', 'VA', 'VA', 'MO', 'NY', 'VA', 'VT', 'VA', 'MD']","Berkeley Heights, NJ",51 to 200 employees, $25 to $50 million (USD) per year,0,1,2.5
521,STONE Resource Group,4.1,United States,"Herndon, VA",201 to 500 employees, $25 to $50 million (USD) per year,0,0,2.6
522,Axis Group,4.2,"['GA', 'NJ']","Roswell, GA",51 to 200 employees, $25 to $50 million (USD) per year,0,1,2.5
523,PlanSource,4.1,"['SC', 'MI', 'MN', 'FL', 'UT']","Berkeley Heights, NJ",51 to 200 employees, $25 to $50 million (USD) per year,0,1,2.7
524,Cardinal Solutions,4.2,"['GA', 'NC', 'OH', 'OH', 'TN', 'NC', 'FL']","Orlando, FL",501 to 1000 employees, Unknown / Non-Applicable,0,1,2.8
525,Conga,4.2,13699 Via Varra ,"Cincinnati, OH",201 to 500 employees, $50 to $100 million (USD) per year,0,1,2.8
526,Avco consulting,4.1,"38 Front St FL 4 Worcester, Massachusetts, 01608-1732, United States","Broomfield, CO",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,NA
527,Bandwidth,4.1,"['NC', 'CO', 'NC', 'NY']",NA,NA,NA,NA,NA,2.8
528,BetterCloud,4.1,"['GA', 'NY', 'CA']","Raleigh, NC",201 to 500 employees, $100 to $500 million (USD) per year,1,1,3
529,Jellyvision Lab,4.0,"848 W Eastman St Ste 104 Chicago, Illinois, 60642-2635, United States","Atlanta, GA",201 to 500 employees, Unknown / Non-Applicable,0,1,3.1
530,Aequor Technologies,4.1,"['NJ', 'NJ', 'NY', 'NJ']","Chicago, IL",201 to 500 employees, Unknown / Non-Applicable,0,1,2.9
531,Eateam,4.1,"['NJ', 'NY']","Piscataway, NJ",201 to 500 employees, $25 to $50 million (USD) per year,0,1,NA
532,Trinus Corporation,4.1,"['CA', 'CA', 'CA']","Edison, NJ",201 to 500 employees, $50 to $100 million (USD) per year,0,0,NA
533,Cogent Infotech Corp,4.1,"['TX', 'TX', 'FL', 'NY', 'FL', 'PA', 'PA']",NA,NA,NA,NA,NA,2.8
534,Centro,4.1,"['MA', 'IL', 'TX', 'CO', 'NY', 'CA']",NA,NA,NA,NA,NA,2.9
535,OSIsoft,4.1,"['TN', 'PA', 'CA', 'CA']","Pittsburgh, PA",201 to 500 employees, $25 to $50 million (USD) per year,0,1,2.9
536,Numbers Only Inc,4.1,United States,"Chicago, IL",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,NA
537,Podium,4.1,1650 W Digital Drive ,"San Leandro, CA",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,3
538,Pushpay,4.0,"['WA', 'WA']",NA,NA,NA,NA,NA,2.9
539,Fivestars,4.1,"['TX', 'TX', 'CA', 'FL', 'CA', 'CA', 'CA']","Lehi, UT",201 to 500 employees, Unknown / Non-Applicable,1,1,2.8
540,Fivestars,4.1,"['TX', 'TX', 'CA', 'FL', 'CA', 'CA', 'CA']","Redmond, WA",201 to 500 employees, Unknown / Non-Applicable,0,1,2.8
541,Jobvite,4.0,"['CA', 'IN', 'IN', 'CA', 'CA']","San Francisco, CA",201 to 500 employees, $100 to $500 million (USD) per year,0,0,2.9
542,Celerity,4.1,"['PA', 'PA', 'VA', 'VA', 'PA', 'NY', 'PA', 'VA']","San Francisco, CA",201 to 500 employees, $100 to $500 million (USD) per year,0,0,2.3
543,"Quora, Inc.",4.1,United States,"San Mateo, CA",201 to 500 employees, $10 to $25 million (USD) per year,0,1,3.3
544,GolfNow,4.1,United States,"McLean, VA",201 to 500 employees, $50 to $100 million (USD) per year,0,1,2.9
545,Advaitaa Technologies,4.1,United States,"Mountain View, CA",201 to 500 employees, Unknown / Non-Applicable,0,0,NA
546,Amtex Systems,4.1,United States,"Orlando, FL",501 to 1000 employees, Unknown / Non-Applicable,0,1,NA
547,Object Technology Solutions,4.1,"['KS', 'MO', 'KS', 'CA']",NA,NA,NA,NA,NA,3
548,Practice Fusion,4.1,731 Townsend St Ste 400 ,NA,NA,NA,NA,NA,2.8
549,The Select Group,4.0,"['GA', 'MA', 'NC', 'OH', 'NC', 'AL', 'TX', 'NC', 'CA', 'CA']","Overland Park, KS",51 to 200 employees, $25 to $50 million (USD) per year,0,0,2.7
550,ContextMedia,4.1,United States,"San Francisco, CA",201 to 500 employees, $25 to $50 million (USD) per year,0,1,3.2
551,Mediaocean,4.1,"['IL', 'NJ', 'NY']","Raleigh, NC",201 to 500 employees, $100 to $500 million (USD) per year,0,1,3
552,Deem,4.1,"['CA', 'CA']","Chicago, IL",501 to 1000 employees, Unknown / Non-Applicable,0,1,3
553,Webroot,4.0,"['CO', 'CO', 'CA', 'CA']","New York, NY",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,2.5
554,Jellyvision Lab,4.0,"848 W Eastman St Ste 104 Chicago, Illinois, 60642-2635, United States","Oakland, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,3.1
555,iPipeline,4.1,"['KY', 'Canada', 'PA', 'TX', 'PA', 'FL', 'NC', 'CA', 'PA', 'UT']","Broomfield, CO",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,2.6
556,The Select Group,4.0,"['GA', 'MA', 'NC', 'OH', 'NC', 'AL', 'TX', 'NC', 'CA', 'CA']","Chicago, IL",201 to 500 employees, Unknown / Non-Applicable,0,1,2.7
557,Personify,4.0,"['TX', 'MD', 'VA', 'VA']","Exton, PA",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,2.9
558,XTGlobal,4.0,United States,"Raleigh, NC",201 to 500 employees, $100 to $500 million (USD) per year,0,1,3.5
559,Care.com,4.0,"['TX', 'MA', 'CA', 'CA', 'MA']","Austin, TX",201 to 500 employees, $50 to $100 million (USD) per year,0,1,2.6
560,Silverline,4.1,"['MA', 'IL', 'IN', 'MO', 'CA', 'NY', 'CA']","Plano, TX",201 to 500 employees, $10 to $25 million (USD) per year,0,0,3.3
561,Brightcove,4.0,"['MA', 'Mexico', 'NY', 'AZ', 'WA']","Waltham, MA",501 to 1000 employees, $100 to $500 million (USD) per year,0,0,3.1
562,HireVue,3.9,"['UT', 'UT', 'UT', 'UT']","New York, NY",201 to 500 employees, Unknown / Non-Applicable,1,1,2.8
563,Zenefits,3.9,"['NC', 'AZ', 'CA', 'AZ', 'AZ', 'Canada']","Boston, MA",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,2.8
564,Puppet,4.0,"308 SW 2nd Ave FL 5 Portland, Oregon, 97204-3402, United States","South Jordan, UT",201 to 500 employees, Unknown / Non-Applicable,0,0,3
565,TechTarget,4.0,"['MA', 'MA', 'MA', 'MA', 'CA']","San Francisco, CA",201 to 500 employees, $50 to $100 million (USD) per year,0,1,2.5
566,Talkdesk,4.0,"['UT', 'UT', 'CA']","Portland, OR",501 to 1000 employees, Unknown / Non-Applicable,0,1,2.5
567,Deem,4.1,"['CA', 'CA']","Auburndale, MA",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,3
568,Webpass,4.0,"['FL', 'CA', 'CA']","San Francisco, CA",501 to 1000 employees, Unknown / Non-Applicable,0,1,2.1
569,REI Systems,4.0,"['VA', 'VA', 'VA', 'VA', 'VA', 'VA', 'VA']","Oakland, CA",51 to 200 employees, Unknown / Non-Applicable,0,1,3
570,REI Systems,4.0,"['VA', 'VA', 'VA', 'VA', 'VA', 'VA', 'VA']","San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,3
571,Webpass,4.0,"['FL', 'CA', 'CA']","Chantilly, VA",201 to 500 employees, $50 to $100 million (USD) per year,0,0,2.1
572,Turbonomic,4.0,"['MA', 'MA', 'Canada', 'NY', 'NY', 'NY']","Chantilly, VA",201 to 500 employees, $50 to $100 million (USD) per year,0,0,3.1
573,Zivaro,4.0,United States,"San Francisco, CA",51 to 200 employees, Unknown / Non-Applicable,0,0,3.1
574,Glu Mobile,4.0,"['CA', 'CA', 'CA']","Boston, MA",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,2.8
575,Datametrics Software Systems,4.0,United States,"Denver, CO",51 to 200 employees, $100 to $500 million (USD) per year,0,0,NA
576,FinancialForce,4.0,"['IL', 'NY', 'OR', 'CA']","San Francisco, CA",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,3.1
577,Mutex Systems,4.0,United States,NA,NA,NA,NA,NA,NA
578,Zen Infotech,4.0,United States,"San Francisco, CA",501 to 1000 employees, Unknown / Non-Applicable,1,1,NA
579,Saber Software,4.0,United States,NA,NA,NA,NA,NA,NA
580,G2,4.0,"['IL', 'IL', 'CA']",NA,NA,NA,NA,NA,3
581,FinancialForce,4.0,"['IL', 'NY', 'OR', 'CA']",NA,NA,NA,NA,NA,3.1
582,Credible Behavioral Health Software,4.0,"['MD', 'MD']","Chicago, IL",201 to 500 employees, $50 to $100 million (USD) per year,0,0,2.8
583,Lytx,4.0,"['MA', 'CA', 'CA']","San Francisco, CA",501 to 1000 employees, Unknown / Non-Applicable,1,1,2.8
584,Evernote,4.0,"['TX', 'WA', 'CA', 'CA']","Rockville, MD",51 to 200 employees, $25 to $50 million (USD) per year,0,1,2.9
585,ezCater,4.0,"['MA', 'CO']","San Diego, CA",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,2.6
586,Beeline,4.0,"['CO', 'FL', 'MI', 'MI']","Redwood City, CA",201 to 500 employees, $50 to $100 million (USD) per year,0,1,2.9
587,Keste,4.0,"6100 W Plano Pkwy # 1800 Plano, Texas, 75093-8230, United States","Boston, MA",201 to 500 employees, Unknown / Non-Applicable,0,1,3
588,Diverse Lynx,4.0,"['NJ', 'PA', 'NY', 'NJ']","Jacksonville, FL",201 to 500 employees, $50 to $100 million (USD) per year,0,1,NA
589,Moxie Systems,4.0,United States,"Plano, TX",51 to 200 employees, $25 to $50 million (USD) per year,0,1,NA
590,Better.com,3.9,"['NC', 'CA', 'CA', 'NY', 'CA']",NA,NA,NA,NA,NA,2.7
591,Checkr,4.0,"['CO', 'CA']",NA,NA,NA,NA,NA,2.9
592,Genscape,4.0,"['MA', 'CO', 'KY']","New York, NY",501 to 1000 employees, Unknown / Non-Applicable,0,1,2.7
593,BlackLine,3.9,"['CA', 'CA']","San Francisco, CA",51 to 200 employees, $100 to $500 million (USD),0,0,2.7
594,ezCater,4.0,"['MA', 'CO']","Louisville, KY",201 to 500 employees, $50 to $100 million (USD) per year,0,1,2.6
595,FinancialForce,4.0,"['IL', 'NY', 'OR', 'CA']","Woodland Hills, CA",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,3.1
596,Lucid Technologies,3.9,United States,"Boston, MA",201 to 500 employees, Unknown / Non-Applicable,0,1,NA
597,GitHub,4.1,United States,"San Francisco, CA",501 to 1000 employees, Unknown / Non-Applicable,1,1,2.8
598,Lytx,4.0,"['MA', 'CA', 'CA']",NA,NA,NA,NA,NA,2.8
599,G2,4.0,"['IL', 'IL', 'CA']","San Francisco, CA",501 to 1000 employees, Unknown / Non-Applicable,0,1,3
600,Google,4.4,"['CA', 'MI', 'TX', 'CA', 'CA', 'MA', 'IL', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA', 'CA', 'CA', 'NY', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'WA', 'CA', 'CA', 'CA']","San Diego, CA",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,3.3
601,Microsoft,4.3,"['WA', 'WA', 'WA', 'MA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'CA', 'WA', 'CA', 'NC', 'WA', 'WA', 'WA', 'CA', 'CA', 'WA', 'WA', 'WA', 'WA', 'CA', 'WA', 'WA']","Chicago, IL",201 to 500 employees, $50 to $100 million (USD) per year,0,0,3.1
602,Cisco Systems,4.2,"['NC', 'CA', 'CA', 'NC', 'CA', 'NC', 'CA', 'CA', 'CA', 'NC', 'CA', 'CA', 'CA', 'NC', 'NC', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA']","Mountain View, CA",10000+ employees, $10+ billion (USD) per year,1,1,3
603,Intel Corporation,4.1,"['OR', 'OR', 'CA', 'AZ', 'CA', 'CA', 'AZ', 'Mexico', 'OR', 'AZ', 'CA', 'CA', 'OR', 'CA', 'AZ', 'OR', 'AZ', 'NM', 'CA', 'CA', 'Costa Rica', 'CA', 'AZ', 'CA', 'AZ']","Redmond, WA",10000+ employees, $10+ billion (USD) per year,1,1,3
604,Apple,4.1,"['TX', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'TX', 'CA', 'CA', 'CA', 'CA']","San Jose, CA",10000+ employees, $10+ billion (USD) per year,1,1,3
605,Amazon,3.9,"['WA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'WA', 'WA', 'WA', 'VA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'Canada', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'Canada', 'Canada', 'WA']","Santa Clara, CA",10000+ employees, $10+ billion (USD) per year,1,1,3
606,IBM,3.8,"['VA', 'VA', 'VA', 'MD', 'VA', 'VA', 'VA', 'VA', 'MD', 'MD', 'MD', 'VA', 'MD', 'VA', 'VA', 'MD', 'NY', 'NC', 'VA', 'MD', 'MD', 'VA', 'VA', 'DC', 'VA']","Cupertino, CA",10000+ employees, $10+ billion (USD) per year,1,1,2.8
607,Tata Consultancy Services,3.7,"['GA', 'NJ', 'IL', 'NJ', 'NY', 'NC', 'IL', 'OH', 'OH', 'NJ', 'NJ', 'NJ', 'TX', 'FL', 'NJ', 'NJ', 'NJ', 'MN', 'NJ', 'NJ', 'NJ', 'NY', 'NJ', 'NJ', 'NJ', 'AZ', 'NJ', 'NJ', 'TX', 'CA', 'IL', 'NJ', 'NJ', 'NJ', 'NJ', 'NY', 'NJ', 'NJ']","Seattle, WA",10000+ employees, $10+ billion (USD) per year,1,1,2.7
608,Infosys,3.1,"['NY', 'NJ', 'NY', 'NJ', 'NJ', 'NY', 'MS', 'PA', 'TN', 'TX', 'NJ', 'NY', 'NY', 'NJ', 'NJ', 'NY', 'NJ', 'NJ', 'NY', 'CA', 'NY']","Armonk, NY",10000+ employees, $10+ billion (USD) per year,0,1,2.6
609,Wipro,2.9,"['GA', 'MA', 'OH', 'CA', 'OH', 'TX', 'TX', 'CA', 'MN', 'CA', 'NY', 'CA', 'MA', 'MN', 'VA', 'CA', 'CA', 'CA', 'CA', 'CA']",Mumbai (India),10000+ employees, $10+ billion (USD) per year,1,1,2.8
610,Coinbase,3.9,"['NY', 'OR', 'CA']",Bengaluru (India),10000+ employees, $10+ billion (USD) per year,1,1,3
611,AbacusNext,3.9,"['CA', 'CA', 'Canada']",Bengaluru (India),10000+ employees, $5 to $10 billion (USD) per year,1,1,2.6
612,MarkLogic,3.9,"['VA', 'NY', 'CA', 'CA', 'VA', 'VA', 'DC']","San Francisco, CA",501 to 1000 employees, Unknown / Non-Applicable,0,0,3
613,ABC Financial,3.9,"['AR', 'TX', 'AR', 'AR', 'AR']","San Diego, CA",201 to 500 employees, Unknown / Non-Applicable,0,1,2.7
614,Sumo Logic,3.9,"['CO', 'NY', 'CA', 'CA']","San Carlos, CA",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,3
615,SirsiDynix,3.9,United States,"Sherwood, AR",501 to 1000 employees, Unknown / Non-Applicable,0,1,2.5
616,Sisense,3.9,"['NY', 'CA', 'AZ']","Redwood City, CA",501 to 1000 employees, Unknown / Non-Applicable,1,1,3
617,Softpath System,3.9,"['GA', 'NC', 'TX', 'GA', 'TX', 'NY', 'GA', 'AZ', 'NC', 'VA', 'DE']","Lehi, UT",201 to 500 employees, $50 to $100 million (USD) per year,1,1,NA
618,Broadly,4.1,"['CA', 'CA']","New York, NY",501 to 1000 employees, Unknown / Non-Applicable,0,1,2.9
619,Avetta,3.9,"['Canada', 'TX', 'CA', 'UT']",NA,NA,NA,NA,NA,2.6
620,Sentinel Technologies,3.9,"['MI', 'IL', 'IL', 'MI', 'MI', 'IL', 'AZ']","Oakland, CA",51 to 200 employees, $10 to $25 million (USD) per year,0,1,2.7
621,SugarCRM,4.0,"['GA', 'Mexico', 'CA', 'CO', 'NC', 'FL']","Orem, UT",201 to 500 employees, $100 to $500 million (USD) per year,0,1,2.8
622,iPipeline,4.1,"['KY', 'Canada', 'PA', 'TX', 'PA', 'FL', 'NC', 'CA', 'PA', 'UT']","Downers Grove, IL",201 to 500 employees, Unknown / Non-Applicable,0,1,2.6
623,Emtec,3.9,"['AL', 'GA', 'IL', 'FL', 'Canada', 'NJ', 'PA', 'GA']","Cupertino, CA",201 to 500 employees, $100 to $500 million (USD) per year,0,1,3.2
624,Toptal,3.9,United States,"Exton, PA",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,3.1
625,OneLogin,3.9,"['GA', 'Mexico', 'WA', 'CA']","Jacksonville, FL",501 to 1000 employees, $100 to $500 million (USD) per year,0,1,2.6
626,CALIBRE Systems,3.9,"['VA', 'VA', 'VA', 'VA', 'CA', 'VA', 'AL', 'VA', 'TX', 'VA']","Wilmington, DE",501 to 1000 employees, $100 to $500 million (USD) per year,0,0,3
627,Optima Global Solutions,3.9,"['NJ', 'CA']","San Francisco, CA",201 to 500 employees, Unknown / Non-Applicable,1,1,NA
